"ID_rater"	"ID_child"	"age_group"	"accent_response"	"accent_numeric"	"rating_language"	"age_months"	"family"
"655"	"R18"	"031SIN"	"school"	"w"	1	"RU"	94	"bil-rus"
"656"	"R18"	"013SIN"	"school"	"no"	0	"RU"	86	"bil-rus"
"657"	"R18"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"658"	"R18"	"010SIN"	"school"	"w"	1	"RU"	102	"bil-rus"
"659"	"R18"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"660"	"R18"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"661"	"R18"	"040SIN"	"school"	"w"	1	"RU"	110	"bil-mixed"
"662"	"R18"	"007SIN"	"school"	"w"	1	"RU"	110	"bil-rus"
"663"	"R18"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"664"	"R18"	"048SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"665"	"R18"	"016SIN"	"school"	"w"	1	"RU"	112	"bil-rus"
"666"	"R18"	"043SIN"	"school"	"no"	0	"RU"	116	"bil-rus"
"667"	"R19"	"010RUS-IV-boy-5"	"preschool"	NA	NA	"RU"	67	"mono-rus"
"668"	"R19"	"Konstantin"	"school"	NA	NA	"RU"	129	"bil-mixed"
"669"	"R19"	"105BER"	"preschool"	"no"	0	"RU"	54	"bil-rus"
"670"	"R19"	"012IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"671"	"R19"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"672"	"R19"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"673"	"R19"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"674"	"R19"	"002SIN"	"preschool"	"no"	0	"RU"	64	"bil-rus"
"675"	"R19"	"003SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"676"	"R19"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"677"	"R19"	"005SIN"	"preschool"	"w"	1	"RU"	60	"bil-rus"
"678"	"R19"	"014SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"679"	"R19"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"680"	"R19"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"681"	"R19"	"015SIN"	"preschool"	"no"	0	"RU"	72	"bil-rus"
"682"	"R19"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"683"	"R19"	"041SIN"	"preschool"	"s"	2	"RU"	76	"bil-mixed"
"684"	"R19"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"685"	"R19"	"009IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"686"	"R19"	"102BER"	"preschool"	"w"	1	"RU"	58	"bil-rus"
"687"	"R19"	"042SIN"	"school"	"w"	1	"RU"	85	"bil-rus"
"688"	"R19"	"003IV"	"school"	"no"	0	"RU"	101	"mono-rus"
"689"	"R19"	"008SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"690"	"R19"	"044SIN"	"school"	"w"	1	"RU"	87	"bil-rus"
"691"	"R19"	"002IV"	"school"	"no"	0	"RU"	91	"mono-rus"
"692"	"R19"	"031SIN"	"school"	"no"	0	"RU"	94	"bil-rus"
"693"	"R19"	"013SIN"	"school"	"no"	0	"RU"	86	"bil-rus"
"694"	"R19"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"695"	"R19"	"010SIN"	"school"	"no"	0	"RU"	102	"bil-rus"
"696"	"R19"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"697"	"R19"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"698"	"R19"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"699"	"R19"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"700"	"R19"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"701"	"R19"	"048SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"702"	"R19"	"016SIN"	"school"	"s"	2	"RU"	112	"bil-rus"
"703"	"R19"	"043SIN"	"school"	"w"	1	"RU"	116	"bil-rus"
"704"	"R20"	"010RUS-IV-boy-5"	"preschool"	NA	NA	"RU"	67	"mono-rus"
"705"	"R20"	"Konstantin"	"school"	NA	NA	"RU"	129	"bil-mixed"
"706"	"R20"	"105BER"	"preschool"	"no"	0	"RU"	54	"bil-rus"
"707"	"R20"	"012IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"708"	"R20"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"709"	"R20"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"710"	"R20"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"711"	"R20"	"002SIN"	"preschool"	"w"	1	"RU"	64	"bil-rus"
"712"	"R20"	"003SIN"	"preschool"	"w"	1	"RU"	61	"bil-mixed"
"713"	"R20"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"714"	"R20"	"005SIN"	"preschool"	"s"	2	"RU"	60	"bil-rus"
"715"	"R20"	"014SIN"	"preschool"	"w"	1	"RU"	61	"bil-mixed"
"716"	"R20"	"013IV"	"preschool"	"w"	1	"RU"	56	"mono-rus"
"717"	"R20"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"718"	"R20"	"015SIN"	"preschool"	"s"	2	"RU"	72	"bil-rus"
"719"	"R20"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"720"	"R20"	"041SIN"	"preschool"	"s"	2	"RU"	76	"bil-mixed"
"721"	"R20"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"722"	"R20"	"009IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"723"	"R20"	"102BER"	"preschool"	"s"	2	"RU"	58	"bil-rus"
"724"	"R20"	"042SIN"	"school"	"s"	2	"RU"	85	"bil-rus"
"725"	"R20"	"003IV"	"school"	"w"	1	"RU"	101	"mono-rus"
"726"	"R20"	"008SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"727"	"R20"	"044SIN"	"school"	"s"	2	"RU"	87	"bil-rus"
"728"	"R20"	"002IV"	"school"	"w"	1	"RU"	91	"mono-rus"
"729"	"R20"	"031SIN"	"school"	"no"	0	"RU"	94	"bil-rus"
"730"	"R20"	"013SIN"	"school"	"w"	1	"RU"	86	"bil-rus"
"731"	"R20"	"005IV"	"school"	"w"	1	"RU"	114	"mono-rus"
"732"	"R20"	"010SIN"	"school"	"s"	2	"RU"	102	"bil-rus"
"733"	"R20"	"018SIN"	"school"	"no"	0	"RU"	97	"bil-mixed"
"734"	"R20"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"735"	"R20"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"736"	"R20"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"737"	"R20"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"738"	"R20"	"048SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"739"	"R20"	"016SIN"	"school"	"s"	2	"RU"	112	"bil-rus"
"740"	"R20"	"043SIN"	"school"	"w"	1	"RU"	116	"bil-rus"
"741"	"R21"	"010RUS-IV-boy-5"	"preschool"	NA	NA	"RU"	67	"mono-rus"
"742"	"R21"	"Konstantin"	"school"	NA	NA	"RU"	129	"bil-mixed"
"743"	"R21"	"105BER"	"preschool"	"no"	0	"RU"	54	"bil-rus"
"744"	"R21"	"012IV"	"preschool"	"w"	1	"RU"	48	"mono-rus"
"745"	"R21"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"746"	"R21"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"747"	"R21"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"748"	"R21"	"002SIN"	"preschool"	"no"	0	"RU"	64	"bil-rus"
"749"	"R21"	"003SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"750"	"R21"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"751"	"R21"	"005SIN"	"preschool"	"w"	1	"RU"	60	"bil-rus"
"752"	"R21"	"014SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"753"	"R21"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"754"	"R21"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"755"	"R21"	"015SIN"	"preschool"	"no"	0	"RU"	72	"bil-rus"
"756"	"R21"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"757"	"R21"	"041SIN"	"preschool"	"w"	1	"RU"	76	"bil-mixed"
"758"	"R21"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"759"	"R21"	"009IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"760"	"R21"	"102BER"	"preschool"	"w"	1	"RU"	58	"bil-rus"
"761"	"R21"	"042SIN"	"school"	"s"	2	"RU"	85	"bil-rus"
"762"	"R21"	"003IV"	"school"	"no"	0	"RU"	101	"mono-rus"
"763"	"R21"	"008SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"764"	"R21"	"044SIN"	"school"	"no"	0	"RU"	87	"bil-rus"
"765"	"R21"	"002IV"	"school"	"no"	0	"RU"	91	"mono-rus"
"766"	"R21"	"031SIN"	"school"	"no"	0	"RU"	94	"bil-rus"
"767"	"R21"	"013SIN"	"school"	"no"	0	"RU"	86	"bil-rus"
"768"	"R21"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"769"	"R21"	"010SIN"	"school"	"w"	1	"RU"	102	"bil-rus"
"770"	"R21"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"771"	"R21"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"772"	"R21"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"773"	"R21"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"774"	"R21"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"775"	"R21"	"048SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"776"	"R21"	"016SIN"	"school"	"w"	1	"RU"	112	"bil-rus"
"777"	"R21"	"043SIN"	"school"	"no"	0	"RU"	116	"bil-rus"
"778"	"R22"	"010RUS-IV-boy-5"	"preschool"	NA	NA	"RU"	67	"mono-rus"
"779"	"R22"	"Konstantin"	"school"	NA	NA	"RU"	129	"bil-mixed"
"780"	"R22"	"105BER"	"preschool"	"no"	0	"RU"	54	"bil-rus"
"781"	"R22"	"012IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"782"	"R22"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"783"	"R22"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"784"	"R22"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"785"	"R22"	"002SIN"	"preschool"	"no"	0	"RU"	64	"bil-rus"
"786"	"R22"	"003SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"787"	"R22"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"788"	"R22"	"005SIN"	"preschool"	"w"	1	"RU"	60	"bil-rus"
"789"	"R22"	"014SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"790"	"R22"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"791"	"R22"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"792"	"R22"	"015SIN"	"preschool"	"no"	0	"RU"	72	"bil-rus"
"793"	"R22"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"794"	"R22"	"041SIN"	"preschool"	"w"	1	"RU"	76	"bil-mixed"
"795"	"R22"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"796"	"R22"	"009IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"797"	"R22"	"102BER"	"preschool"	"no"	0	"RU"	58	"bil-rus"
"798"	"R22"	"042SIN"	"school"	"no"	0	"RU"	85	"bil-rus"
"799"	"R22"	"003IV"	"school"	"no"	0	"RU"	101	"mono-rus"
"800"	"R22"	"008SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"801"	"R22"	"044SIN"	"school"	"no"	0	"RU"	87	"bil-rus"
"802"	"R22"	"002IV"	"school"	"no"	0	"RU"	91	"mono-rus"
"803"	"R22"	"031SIN"	"school"	"w"	1	"RU"	94	"bil-rus"
"804"	"R22"	"013SIN"	"school"	"no"	0	"RU"	86	"bil-rus"
"805"	"R22"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"806"	"R22"	"010SIN"	"school"	"w"	1	"RU"	102	"bil-rus"
"807"	"R22"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"808"	"R22"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"809"	"R22"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"810"	"R22"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"811"	"R22"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"812"	"R22"	"048SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"813"	"R22"	"016SIN"	"school"	"no"	0	"RU"	112	"bil-rus"
"814"	"R22"	"043SIN"	"school"	"w"	1	"RU"	116	"bil-rus"
